lat,long,url
47.3570038,8.5952461,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/107902284/
47.4305110,8.5420035,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107899002/
47.3863661,8.4856470,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107897430/
47.3913441,8.4722340,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/107891906/
47.3913441,8.4722340,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107891908/
47.4034711,8.4830419,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/107886089/
47.3726478,8.5199108,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/107884472/
47.3612707,8.5605107,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107870071/
47.4058639,8.4892641,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/107864861/
47.3951415,8.5249653,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107863459/
47.3578054,8.5897433,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/107861050/
47.4032318,8.5033610,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107848130/
47.4062937,8.5720294,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/107828988/
47.3567545,8.5557002,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/107827915/
47.4313586,8.5427369,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107824164/
47.4017241,8.4951432,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/107808704/
47.3838309,8.5071055,https://www.home.ch/en/rent/detail/apartment/subcategory-attic/at-Zrich/2.5+rooms/107783422/
47.3759382,8.4967906,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/107760611/
47.3863613,8.5411164,https://www.home.ch/en/rent/detail/apartment/subcategory-penthouse/at-Zrich/2.5+rooms/107751168/
47.3537908,8.5565124,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/107677237/
47.3996188,8.5423440,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/107642057/
